id,district_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01,01,368122,184200,250584,183922,66662,117538,100.0,50.03775922112778,68.07091127397982,49.96224077887222,18.1086704951076,31.929088726020176
02,02,281076,113737,210263,167339,42924,70813,100.0,40.46485648009791,74.80645803981841,59.53514351990209,15.27131451991632,25.193541960181587
03,03,394816,70124,349434,324692,24742,45382,100.0,17.76118495704328,88.50553169071162,82.23881504295672,6.266716647754904,11.494468309288377
04,04,334351,130303,255123,204048,51075,79228,100.0,38.971918732110865,76.30394405878852,61.028081267889135,15.275862790899383,23.69605594121148
05,05,238278,78528,197113,159750,37363,41165,100.0,32.95646261929343,82.72396108746925,67.04353738070658,15.680423706762689,17.27603891253074
06,06,302535,75230,262371,227305,35066,40164,100.0,24.86654436676748,86.72418067331053,75.13345563323251,11.590725040078008,13.275819326689476
07,07,345024,118963,280139,226061,54078,64885,100.0,34.47963040252272,81.1940618623632,65.52036959747728,15.673692264885922,18.8059381376368
08,08,328045,142578,248165,185467,62698,79880,100.0,43.46293953573442,75.64968220823363,56.53706046426558,19.112621743968052,24.350317791766372
09,09,257782,30574,238712,227208,11504,19070,100.0,11.860409182953038,92.60227634202543,88.13959081704697,4.46268552497847,7.397723657974567
10,10,261954,41160,241190,220794,20396,20764,100.0,15.712682379349047,92.07341747024287,84.28731762065095,7.7860998495919125,7.926582529757133
11,11,280721,60049,242323,220672,21651,38398,100.0,21.390989630273474,86.3216503218498,78.60901036972653,7.712639952123282,13.678349678150193
12,12,260253,77696,219266,182557,36709,40987,100.0,29.854026658674442,84.25109412763734,70.14597334132556,14.105120786311781,15.748905872362663
