id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0101,01,01,111305,47494,78852,63811,15041,32453,100.0,42.6701406046449,70.84317865325008,57.32985939535511,13.513319257894974,29.156821346749922
0102,01,02,83661,40954,57880,42707,15173,25781,100.0,48.9523194798054,69.1839686353259,51.0476805201946,18.136288115131304,30.816031364674103
0103,01,03,76384,47141,48438,29243,19195,27946,100.0,61.71580435693339,63.41380393799748,38.28419564306661,25.12960829493088,36.586196062002514
0104,01,04,102594,55621,66093,46973,19120,36501,100.0,54.214671423280116,64.42189601731096,45.785328576719884,18.63656744059107,35.57810398268904
0201,02,01,40159,27348,26107,12811,13296,14052,100.0,68.0993052615852,65.00908887173486,31.900694738414803,33.108394133320054,34.99091112826515
0202,02,02,63941,26479,47603,37462,10141,16338,100.0,41.411613831500915,74.44831954458016,58.588386168499085,15.859933376081075,25.551680455419838
0203,02,03,48479,25264,32458,23215,9243,16021,100.0,52.11328616514367,66.95270116957857,47.88671383485633,19.06598733472225,33.04729883042142
0204,02,04,47888,13607,38879,34281,4598,9009,100.0,28.414216505178754,81.18735382559305,71.58578349482126,9.601570330771802,18.81264617440695
0205,02,05,81393,23415,64689,57978,6711,16704,100.0,28.767830157384545,79.47735063211823,71.23216984261546,8.245180789502783,20.52264936788176
0301,03,01,15976,2103,14492,13873,619,1484,100.0,13.163495242864295,90.71106659989985,86.8365047571357,3.874561842764146,9.28893340010015
0302,03,02,46249,5659,43372,40590,2782,2877,100.0,12.235940236545655,93.77932495837747,87.76405976345436,6.015265194923133,6.220675041622522
0303,03,03,34846,3800,32619,31046,1573,2227,100.0,10.905125408942203,93.60902255639097,89.09487459105779,4.51414796533318,6.390977443609022
0304,03,04,87626,12108,80726,75518,5208,6900,100.0,13.817816629767421,92.12562481455275,86.18218337023258,5.943441444320179,7.874375185447241
0305,03,05,52843,8095,47241,44748,2493,5602,100.0,15.318963722725808,89.39878508033232,84.68103627727419,4.717748803058115,10.601214919667695
0306,03,06,102081,25710,84473,76371,8102,17608,100.0,25.18588179974726,82.75095267483665,74.81411820025275,7.936834474583909,17.24904732516335
0307,03,07,59111,17737,47156,41374,5782,11955,100.0,30.006259410262047,79.77533792356752,69.99374058973795,9.781597333829575,20.224662076432477
0401,04,01,19499,9293,14364,10206,4158,5135,100.0,47.658854300220526,73.66531617006001,52.34114569977948,21.324170470280528,26.334683829939998
0402,04,02,41885,13674,33091,28211,4880,8794,100.0,32.64653217142175,79.00441685567625,67.35346782857825,11.650949027098006,20.995583144323742
0403,04,03,143894,63820,104208,80074,24134,39686,100.0,44.352092512543955,72.41997581553088,55.64790748745604,16.772068328074834,27.58002418446912
0404,04,04,52120,15949,43277,36171,7106,8843,100.0,30.600537221795854,83.03338449731389,69.39946277820414,13.633921719109745,16.966615502686107
0405,04,05,80934,32611,61000,48323,12677,19934,100.0,40.293325425655475,75.37005461240022,59.70667457434453,15.6633800380557,24.629945387599772
0406,04,06,73,19,57,54,3,16,100.0,26.027397260273972,78.08219178082192,73.97260273972603,4.10958904109589,21.91780821917808
0501,05,01,101914,36915,81844,64999,16845,20070,100.0,36.22171634907863,80.30692544694547,63.77828365092137,16.5286417960241,19.693074553054537
0502,05,02,90302,29371,74298,60931,13367,16004,100.0,32.52530397997829,82.27724745852805,67.47469602002171,14.802551438506345,17.72275254147195
0503,05,03,28807,12977,22081,15830,6251,6726,100.0,45.04807859200889,76.65150831395147,54.95192140799111,21.69958690596036,23.34849168604853
0504,05,04,19975,3549,18288,16426,1862,1687,100.0,17.76720901126408,91.55444305381727,82.23279098873591,9.32165206508135,8.445556946182728
0601,06,01,74824,21944,63318,52880,10438,11506,100.0,29.327488506361593,84.62258099005666,70.6725114936384,13.95006949641826,15.377419009943333
0602,06,02,78139,20250,67769,57889,9880,10370,100.0,25.915355968210495,86.72877820294603,74.08464403178951,12.64413417115653,13.271221797053967
0603,06,03,83156,20345,72107,62811,9296,11049,100.0,24.46606378373178,86.71292510462264,75.53393621626822,11.178988888354418,13.287074895377362
0604,06,04,69311,16107,60263,53204,7059,9048,100.0,23.238735554241032,86.94579503974839,76.76126444575897,10.184530593989411,13.054204960251619
0701,07,01,50739,25678,34768,25061,9707,15971,100.0,50.608013559589274,68.52322670923748,49.391986440410726,19.13124026882674,31.476773290762527
0702,07,02,50495,19635,38973,30860,8113,11522,100.0,38.885038122586394,77.1818991979404,61.114961877413606,16.066937320526783,22.81810080205961
0703,07,03,46514,14578,38710,31936,6774,7804,100.0,31.341101603818206,83.22225566496108,68.6588983961818,14.563357268779292,16.777744335038914
0704,07,04,64597,23843,51569,40754,10815,13028,100.0,36.91038283511618,79.83188073749555,63.08961716488382,16.742263572611733,20.16811926250445
0705,07,05,52049,16908,43623,35141,8482,8426,100.0,32.48477396299641,83.81140848047033,67.5152260370036,16.296182443466734,16.188591519529673
0706,07,06,32434,11495,27050,20939,6111,5384,100.0,35.441203675155705,83.40013566010977,64.55879632484431,18.84133933526546,16.59986433989024
0707,07,07,51099,11235,45804,39864,5940,5295,100.0,21.986731638583926,89.6377619914284,78.01326836141608,11.62449363001233,10.362238008571596
0801,08,01,167206,90777,110241,76429,33812,56965,100.0,54.290515890578085,65.93124648637011,45.70948410942191,20.221762376948195,34.06875351362989
0802,08,02,71648,24536,59323,47112,12211,12325,100.0,34.24519874944171,82.79784502009826,65.75480125055829,17.043043769539974,17.202154979901742
0803,08,03,36880,17057,30063,19823,10240,6817,100.0,46.25,81.51572668112799,53.75,27.765726681127983,18.484273318872017
0804,08,04,52925,13268,47650,39657,7993,5275,100.0,25.06943788379783,90.03306565895134,74.93056211620217,15.102503542749174,9.966934341048654
0901,09,01,61548,10236,55399,51312,4087,6149,100.0,16.630922207057903,90.0094235393514,83.3690777929421,6.640345746409307,9.9905764606486
0902,09,02,62064,10447,54655,51617,3038,7409,100.0,16.832624387728796,88.06232276359887,83.1673756122712,4.894947151327662,11.937677236401134
0903,09,03,50190,5985,46924,44205,2719,3266,100.0,11.92468619246862,93.49272763498705,88.07531380753139,5.417413827455668,6.50727236501295
0904,09,04,37144,3547,34857,33597,1260,2287,100.0,9.549321559336637,93.84288175748439,90.45067844066337,3.392203316821021,6.157118242515615
0905,09,05,51597,3730,49375,47867,1508,2222,100.0,7.2291024671977056,95.69354807450046,92.7708975328023,2.922650541698161,4.306451925499545
1001,10,01,110306,24037,98207,86269,11938,12099,100.0,21.791199028158033,89.03142168150417,78.20880097184197,10.822620709662212,10.96857831849582
1002,10,02,80194,14462,71840,65732,6108,8354,100.0,18.033768112327607,89.58276180262862,81.9662318876724,7.6165299149562316,10.417238197371374
1003,10,03,26471,3429,24508,23042,1466,1963,100.0,12.953798496467833,92.58433757697102,87.04620150353217,5.538136073438857,7.415662423028975
1004,10,04,47490,3069,46074,44421,1653,1416,100.0,6.462413139608339,97.01831964624131,93.53758686039167,3.480732785849652,2.981680353758686
1101,11,01,60435,13116,53064,47319,5745,7371,100.0,21.70265574584264,87.80342516753537,78.29734425415737,9.506080913378009,12.19657483246463
1102,11,02,47656,9691,41157,37965,3192,6499,100.0,20.33531979184153,86.36268255833474,79.66468020815847,6.698002350176263,13.637317441665267
1103,11,03,72945,20902,58860,52043,6817,14085,100.0,28.654465693330593,80.69093152375078,71.3455343066694,9.345397217081363,19.309068476249227
1104,11,04,71698,15189,62188,56509,5679,9510,100.0,21.18469134424949,86.73603168847109,78.8153086557505,7.920723032720578,13.263968311528911
1105,11,05,30600,4453,27728,26147,1581,2872,100.0,14.552287581699346,90.61437908496733,85.44771241830065,5.166666666666667,9.38562091503268
1210,12,10,54902,22981,41877,31921,9956,13025,100.0,41.85822010127136,76.27590980292157,58.14177989872864,18.134129904192925,23.724090197078432
1221,12,21,53472,19710,42540,33762,8778,10932,100.0,36.86041292639138,79.5556552962298,63.13958707360862,16.416068222621185,20.4443447037702
1222,12,22,24022,2844,22869,21178,1691,1153,100.0,11.83914744817251,95.20023311964033,88.16085255182749,7.039380567812838,4.7997668803596705
1223,12,23,33416,3997,31614,29419,2195,1802,100.0,11.961335887000239,94.6073737131913,88.03866411299977,6.568709600191525,5.3926262868087145
1230,12,30,96871,31997,80213,64874,15339,16658,100.0,33.030525131360264,82.80393513022474,66.96947486863974,15.834460261584995,17.196064869775267
