id,district_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01,01,379610,199474,252017,180136,71881,127593,100.0,52.54708780063749,66.38839861963595,47.4529121993625,18.93548642027344,33.61160138036406
02,02,285963,122948,209947,163015,46932,76016,100.0,42.994373397957084,73.41754003140267,57.00562660204292,16.411913429359743,26.582459968597338
03,03,404534,84970,350639,319564,31075,53895,100.0,21.00441495646843,86.67726322138559,78.99558504353156,7.681678177854025,13.322736778614406
04,04,338923,139724,255752,199199,56553,83171,100.0,41.22588316520272,75.46020777580749,58.77411683479728,16.6860909410102,24.539792224192517
05,05,241905,86595,195687,155310,40377,46218,100.0,35.797110435914924,80.89415266323556,64.20288956408507,16.691263099150493,19.10584733676443
06,06,307088,83061,263458,224027,39431,43630,100.0,27.047947168238416,85.7923461678737,72.95205283176158,12.840293336112124,14.207653832126296
07,07,349265,128369,279834,220896,58938,69431,100.0,36.75404062817631,80.1208251614104,63.24595937182369,16.874865789586703,19.87917483858961
08,08,329767,150512,246377,179255,67122,83390,100.0,45.641922933465146,74.71244848635553,54.35807706653486,20.35437141982066,25.287551513644484
09,09,267167,39773,243448,227394,16054,23719,100.0,14.886943372497353,91.12203228692167,85.11305662750264,6.008975659419015,8.877967713078338
10,10,267452,50774,240379,216678,23701,27073,100.0,18.984341115415102,89.87743595112394,81.0156588845849,8.861777066539043,10.12256404887606
11,11,288320,71765,242977,216555,26422,45343,100.0,24.89074639289678,84.27337680355161,75.10925360710323,9.164123196448392,15.726623196448392
12,12,263920,86332,217941,177588,40353,45979,100.0,32.71142770536527,82.57843285844196,67.28857229463475,15.289860563807215,17.421567141558047
