id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01011101,01,01,11,01,100.0,137.0,107.0,23.0,389.0,742.0,169.0,184.0,204.0,932.0,1338.0
01011102,01,01,11,02,100.0,4.0,6.0,0.0,9.0,36.0,13.0,3.0,0.0,24.0,61.0
01011103,01,01,11,03,100.0,199.0,274.0,98.0,379.0,931.0,360.0,342.0,318.0,1365.0,1787.0
01011104,01,01,11,04,100.0,192.0,344.0,111.00000000000001,663.0,1090.0,358.0,208.0,158.0,1442.0,1909.0
01011105,01,01,11,05,100.0,71.0,55.00000000000001,6.0,73.0,341.0,121.0,86.0,76.0,393.0,605.0
01011201,01,01,12,01,100.0,90.0,122.0,43.0,214.0,524.0,154.0,140.0,126.0,632.0,964.0
01011202,01,01,12,02,100.0,17.0,33.0,6.0,24.0,156.0,30.0,19.0,21.0,141.0,238.0
01011203,01,01,12,03,100.0,45.0,42.0,18.0,60.0,225.99999999999997,88.0,52.0,47.0,278.0,404.0
01011204,01,01,12,04,100.0,326.0,332.0,75.0,492.0,1657.0,458.0,339.0,288.0,1987.0,2627.0
01011301,01,01,13,01,100.0,249.00000000000003,185.0,38.0,331.0,1483.0,354.0,147.0,142.0,1440.0,2077.0
01011302,01,01,13,02,100.0,385.0,486.00000000000006,107.0,523.0,2406.0,653.0,261.0,159.0,2437.0,3406.0
01011303,01,01,13,03,100.0,304.0,339.0,61.0,762.0,2254.0,473.00000000000006,227.0,206.99999999999997,2158.0,3386.9999999999995
01011304,01,01,13,04,100.0,348.0,386.0,123.0,527.0,1291.0,373.0,241.0,286.0,1839.9999999999998,2233.0
01011305,01,01,13,05,100.0,252.99999999999997,243.00000000000003,67.0,346.0,1351.0,420.0,195.0,188.0,1426.0,2005.0
01011306,01,01,13,06,100.0,358.0,309.0,70.0,1034.0,1832.9999999999998,429.0,248.0,186.0,2203.0,3044.0
01011401,01,01,14,01,100.0,666.0,642.0,137.0,933.0,3811.0,790.0,250.99999999999997,194.0,3670.0000000000005,5395.0
01011402,01,01,14,02,100.0,497.0,468.0,61.0,530.0,2872.0,575.0,147.0,143.0,2662.0,3625.0
01022101,01,02,21,01,100.0,136.0,180.0,46.0,316.0,707.0,252.99999999999997,155.0,117.0,838.0000000000001,1336.0
01022102,01,02,21,02,100.0,301.0,344.0,109.00000000000001,677.0,1470.0,520.0,357.0,275.0,1880.0,2816.0
01022103,01,02,21,03,100.0,23.0,33.0,6.0,27.0,67.0,26.0,15.0,12.0,91.0,146.0
01022104,01,02,21,04,100.0,629.0,848.0,240.0,1415.0,3432.0,1180.0,803.9999999999999,795.0,4260.0,6039.0
01022105,01,02,21,05,100.0,229.0,334.0,96.0,463.99999999999994,1115.0,397.0,260.0,231.0,1438.0,1995.0
01022106,01,02,21,06,100.0,282.0,372.0,90.0,521.0,1542.0,463.99999999999994,395.0,380.0,1994.0000000000002,2335.0
01022201,01,02,22,01,100.0,423.00000000000006,492.0,139.0,851.0,2083.0,682.0,404.0,364.0,2572.0,3352.0000000000005
01022202,01,02,22,02,100.0,105.0,172.0,43.0,166.0,468.0,167.0,83.0,84.0,642.0,657.0
01022203,01,02,22,03,100.0,389.0,532.0,134.0,548.0,1317.0,509.99999999999994,307.0,426.99999999999994,2078.0,2359.0
01022204,01,02,22,04,100.0,172.0,225.0,52.0,360.0,990.0,334.0,220.00000000000003,191.0,1193.0,1562.0
01022205,01,02,22,05,100.0,202.0,299.0,93.0,250.0,594.0,249.00000000000003,180.0,183.0,997.0000000000001,1078.0
01022206,01,02,22,06,100.0,87.0,119.0,35.0,184.0,434.0,164.0,98.0,115.99999999999999,591.0,679.0
01022207,01,02,22,07,100.0,144.0,135.0,47.0,745.0,881.0,278.0,180.0,215.0,1226.0,1875.0
01033101,01,03,31,01,100.0,1601.0000000000002,2186.0,635.0,2454.0,5563.0,2130.0,1237.0,1074.0,7923.999999999999,11108.0
01033102,01,03,31,02,100.0,621.0,885.0,276.0,1217.0,2427.0,1006.0,505.0,526.0,3543.0,4717.0
01033201,01,03,32,01,100.0,932.0,1423.0,405.99999999999994,1050.0,2818.0,1156.0,708.0,750.0,4542.0,4261.0
01033202,01,03,32,02,100.0,532.0,774.0,189.0,578.0,1741.0,692.0,488.99999999999994,514.0,2726.0,2621.0
01033203,01,03,32,03,100.0,797.0,1148.0,377.0,1428.0,3130.0,1175.0,660.0,608.0,4277.0,5886.0
01044101,01,04,41,01,100.0,788.0,1002.9999999999999,258.0,1331.0,3644.0,1367.0,910.0,745.0,4642.0,6399.0
01044102,01,04,41,02,100.0,631.0,649.0,173.0,792.0,2433.0,828.9999999999999,600.0,536.0,3175.0,3956.0
01044103,01,04,41,03,100.0,350.0,440.00000000000006,168.0,714.0,1719.0000000000002,615.0,341.0,268.0,2170.0,3210.0
01044201,01,04,42,01,100.0,1282.0,1935.0000000000002,603.0,2398.0,5542.0,2282.0,1306.0,1162.0,7643.000000000001,10626.0
01044202,01,04,42,02,100.0,675.0,849.0,277.0,1904.0,3954.0,1076.0,695.0,467.0,4421.0,6914.0
01044203,01,04,42,03,100.0,720.0,1029.0,277.0,1358.0,3447.0,1292.0,813.0000000000001,874.0,4486.0,6561.0
02010101,02,01,01,01,100.0,350.0,490.00000000000006,152.0,810.0,1689.0,595.0,341.0,275.0,2159.0,2841.0
02010102,02,01,01,02,100.0,772.0,1280.0,370.0,1074.0,2826.0,1302.0,765.0,800.0,4552.0,4508.0
02010103,02,01,01,03,100.0,993.0,1446.0,423.00000000000006,1279.0,3307.0,1594.0,847.0000000000001,908.0,5240.0,5453.0
02010104,02,01,01,04,100.0,215.0,454.0,149.0,360.0,1011.0,473.00000000000006,304.0,279.0,1572.0,1632.9999999999998
02020201,02,02,02,01,100.0,81.0,70.0,15.0,41.0,258.0,47.0,24.0,35.0,259.0,328.0
02020202,02,02,02,02,100.0,202.99999999999997,254.99999999999997,73.0,370.0,957.0,340.0,210.0,208.0,1251.0,1687.0
02020203,02,02,02,03,100.0,354.0,384.0,91.0,523.0,1788.0,558.0,357.0,262.0,2104.0,2650.0
02020204,02,02,02,04,100.0,405.99999999999994,413.0,146.0,692.0,2247.0,692.0,436.00000000000006,411.00000000000006,2565.0,3454.9999999999995
02020205,02,02,02,05,100.0,401.99999999999994,523.0,167.0,770.0,2243.0,844.0,503.0,509.0,2903.0,3572.0
02020206,02,02,02,06,100.0,652.0,911.0,257.0,1023.0,3495.0000000000005,1139.0,634.0,627.0,4268.0,5218.0
02030301,02,03,03,01,100.0,328.0,571.0,191.0,655.0,1897.0,868.0,501.99999999999994,705.0,2787.0,3435.0
02030302,02,03,03,02,100.0,466.0,726.0,208.0,839.0,2676.0,964.0,588.0,656.0,3442.0,4283.0
02030401,02,03,04,01,100.0,492.0,646.0,219.0,938.0000000000001,3150.0,986.9999999999999,500.0,595.0,3590.9999999999995,4904.0
02030402,02,03,04,02,100.0,347.0,455.99999999999994,132.0,692.0,2322.0,745.0,381.0,528.0,2662.0,3664.0
02040501,02,04,05,01,100.0,149.0,202.99999999999997,59.0,169.0,475.0,185.0,113.99999999999999,128.0,768.0,814.0
02040502,02,04,05,02,100.0,191.0,227.99999999999997,39.0,318.0,894.9999999999999,221.0,128.0,135.0,1104.0,1350.0
02040503,02,04,05,03,100.0,303.0,224.00000000000003,55.00000000000001,415.00000000000006,1427.0,267.0,117.0,124.0,1423.0,1891.0
02040701,02,04,07,01,100.0,474.0,458.0,149.0,994.0,1941.0,465.00000000000006,305.0,310.0,2501.0,3235.0
02040702,02,04,07,02,100.0,212.0,204.99999999999997,46.0,530.0,1463.0,211.0,144.0,87.0,1376.0,1945.0
02040703,02,04,07,03,100.0,87.0,95.0,20.0,127.0,391.0,43.0,21.0,13.0,345.0,696.0
02050601,02,05,06,01,100.0,250.99999999999997,162.0,32.0,425.0,1564.0,202.99999999999997,86.0,68.0,1314.0,1967.0000000000002
02050602,02,05,06,02,100.0,566.0,467.0,119.0,894.0,3529.0,529.0,239.0,165.0,3197.0,4554.0
02050801,02,05,08,01,100.0,521.0,493.0,145.0,1048.0,3532.0,529.0,231.99999999999997,96.0,3134.0,4778.0
02050802,02,05,08,02,100.0,482.0,342.0,52.0,1045.0,3925.0,462.0,186.0,123.0,3175.0,4847.0
02050803,02,05,08,03,100.0,214.0,112.99999999999999,25.0,434.0,1367.0,176.0,84.0,44.0,1131.0,1722.0
02050804,02,05,08,04,100.0,162.0,99.0,31.0,113.99999999999999,443.0,105.0,51.0,65.0,499.0,586.0
03010101,03,01,01,01,100.0,65.0,54.0,14.000000000000002,49.0,234.0,55.00000000000001,32.0,54.0,267.0,358.0
03010102,03,01,01,02,100.0,287.0,270.0,77.0,417.0,808.0,173.0,143.0,184.0,984.0,1778.0
03010104,03,01,01,04,100.0,4.0,10.0,0.0,0.0,24.0,9.0,0.0,0.0,13.0,26.0
03020203,03,02,02,03,100.0,54.0,74.0,6.0,51.0,128.0,25.0,17.0,22.0,164.0,292.0
03020209,03,02,02,09,100.0,252.99999999999997,303.0,70.0,463.0,763.0,252.99999999999997,97.0,172.0,1232.0,1378.0
03020210,03,02,02,10,100.0,224.00000000000003,222.00000000000003,54.0,132.0,540.0,215.0,112.99999999999999,132.0,802.9999999999999,910.0
03020307,03,02,03,07,100.0,264.0,348.0,101.0,181.0,687.0,292.0,204.0,280.0,1233.0,930.0000000000001
03030405,03,03,04,05,100.0,312.0,261.0,76.0,234.0,601.0,172.0,93.0,158.0,902.0,1082.0
03030406,03,03,04,06,100.0,89.0,82.0,15.0,56.99999999999999,184.0,79.0,73.0,112.99999999999999,375.0,267.0
03030711,03,03,07,11,100.0,48.0,75.0,27.0,40.0,109.00000000000001,49.0,40.0,86.0,250.99999999999997,184.0
03030715,03,03,07,15,100.0,174.0,176.0,66.0,274.0,450.0,140.0,87.0,83.0,586.0,1017.0
03030716,03,03,07,16,100.0,3.0,0.0,3.0,3.0,9.0,13.0,3.0,7.000000000000001,23.0,24.0
03040508,03,04,05,08,100.0,102.0,157.0,52.0,51.0,238.0,155.0,83.0,98.0,451.99999999999994,286.0
03040512,03,04,05,12,100.0,158.0,200.0,55.00000000000001,198.0,513.0,171.0,97.0,147.0,797.0,704.0
03040513,03,04,05,13,100.0,49.0,91.0,28.000000000000004,39.0,154.0,60.0,31.0,39.0,243.00000000000003,229.99999999999997
03040614,03,04,06,14,100.0,678.0,708.0,136.0,528.0,2001.0000000000002,556.0,257.0,434.0,2686.0,2828.0
03040818,03,04,08,18,100.0,653.0,551.0,126.0,709.0,2462.0,547.0,290.0,380.0,2870.0,3599.0
03050919,03,05,09,19,100.0,154.0,138.0,40.0,174.0,370.0,74.0,60.0,51.0,424.0,811.9999999999999
03050920,03,05,09,20,100.0,145.0,143.0,24.0,134.0,400.0,119.0,46.0,65.0,544.0,605.0
03050923,03,05,09,23,100.0,215.0,193.0,42.0,263.0,936.0,176.0,97.0,73.0,928.9999999999999,1316.0
03050924,03,05,09,24,100.0,146.0,156.0,39.0,213.0,602.0,146.0,79.0,36.0,651.0,1008.0
03050925,03,05,09,25,100.0,222.00000000000003,229.99999999999997,77.0,245.00000000000003,631.0,196.0,72.0,75.0,896.0000000000001,1126.0
03051017,03,05,10,17,100.0,79.0,46.0,11.0,206.99999999999997,376.0,78.0,44.0,49.0,381.0,631.0
03051021,03,05,10,21,100.0,84.0,97.0,23.0,92.0,252.0,78.0,47.0,75.0,380.0,497.0
03051022,03,05,10,22,100.0,34.0,60.0,12.0,28.000000000000004,120.0,45.0,26.0,46.0,200.0,192.0
03061126,03,06,11,26,100.0,375.0,329.0,74.0,682.0,2169.0,426.0,126.0,135.0,2053.0,2944.0
03061131,03,06,11,31,100.0,327.0,285.0,37.0,488.0,1891.0,344.0,113.99999999999999,63.0,1786.0,2495.0
03061227,03,06,12,27,100.0,336.0,269.0,52.0,492.0,2003.0,368.0,101.0,115.99999999999999,1872.0,2430.0
03061228,03,06,12,28,100.0,258.0,218.00000000000003,72.0,387.0,1485.0,290.0,134.0,141.0,1548.0,2012.0
03061332,03,06,13,32,100.0,716.0,691.0,131.0,732.0,3522.9999999999995,836.0,260.0,155.0,3553.0,4629.0
03061429,03,06,14,29,100.0,188.0,191.0,30.0,227.99999999999997,492.0,183.0,96.0,191.0,849.0,919.9999999999999
03061430,03,06,14,30,100.0,186.0,257.0,59.0,338.0,513.0,112.99999999999999,57.99999999999999,85.0,679.0,1338.0
03061434,03,06,14,34,100.0,139.0,114.99999999999999,22.0,210.0,911.0,132.0,64.0,57.99999999999999,825.0,1159.0
03061435,03,06,14,35,100.0,87.0,103.0,32.0,151.0,499.0,111.00000000000001,56.99999999999999,50.0,532.0,738.0
03061441,03,06,14,41,100.0,107.0,164.0,12.0,41.0,231.0,94.0,21.0,16.0,364.0,347.0
03071536,03,07,15,36,100.0,328.0,408.0,88.0,483.0,1898.0,516.0,107.0,105.0,1938.0,2683.0
03071537,03,07,15,37,100.0,599.0,527.0,110.00000000000001,531.0,2604.0,648.0,248.0,168.0,2727.0,3770.0000000000005
03071633,03,07,16,33,100.0,115.99999999999999,96.0,25.0,111.00000000000001,465.00000000000006,62.0,30.0,53.0,438.0,618.0
03071638,03,07,16,38,100.0,594.0,540.0,109.00000000000001,582.0,2768.0,592.0,180.0,170.0,2790.0,3658.0
03071639,03,07,16,39,100.0,313.0,411.00000000000006,71.0,329.0,1502.0,384.0,185.0,93.0,1676.0000000000002,2074.0
04010101,04,01,01,01,100.0,405.99999999999994,522.0,121.0,590.0,1688.0,682.0,544.0,484.99999999999994,2481.0,2868.0
04010102,04,01,01,02,100.0,51.0,48.0,13.0,56.99999999999999,100.0,38.0,22.0,21.0,123.0,286.0
04010103,04,01,01,03,100.0,409.0,550.0,160.0,423.00000000000006,1269.0,623.0,384.0,377.0,2164.0,2063.0
04020204,04,02,02,04,100.0,3.0,19.0,6.0,9.0,6.0,6.0,7.000000000000001,15.0,25.0,36.0
04020205,04,02,02,05,100.0,15.0,43.0,13.0,57.99999999999999,95.0,56.00000000000001,34.0,25.0,159.0,204.99999999999997
04020206,04,02,02,06,100.0,53.0,60.0,13.0,85.0,225.99999999999997,90.0,81.0,115.99999999999999,358.0,421.0
04020207,04,02,02,07,100.0,65.0,77.0,28.000000000000004,85.0,254.99999999999997,113.99999999999999,75.0,59.0,370.0,441.0
04020208,04,02,02,08,100.0,40.0,133.0,27.0,71.0,177.0,144.0,83.0,92.0,392.0,408.0
04020209,04,02,02,09,100.0,63.0,70.0,18.0,411.00000000000006,440.00000000000006,94.0,85.0,46.0,612.0,922.0000000000001
04020310,04,02,03,10,100.0,23.0,3.0,0.0,149.0,123.0,20.0,16.0,3.0,162.0,272.0
04020311,04,02,03,11,100.0,323.0,474.0,154.0,692.0,1594.0,719.0,438.99999999999994,575.0,2301.0,3003.0
04020312,04,02,03,12,100.0,142.0,209.0,39.0,248.0,558.0,198.0,154.0,189.0,836.9999999999999,1078.0
04020313,04,02,03,13,100.0,227.0,261.0,62.0,385.0,992.0,346.0,270.0,320.0,1397.0,1761.0
04020314,04,02,03,14,100.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,9.0
04030415,04,03,04,15,100.0,73.0,95.0,25.0,259.0,578.0,190.0,149.0,177.0,702.0,1147.0
04030416,04,03,04,16,100.0,412.0,505.0,150.0,569.0,1553.0,722.0,552.0,675.0,2644.0,2849.0
04030417,04,03,04,17,100.0,334.0,430.99999999999994,112.99999999999999,446.0,1423.0,609.0,375.0,476.0,2118.0,2500.0
04030518,04,03,05,18,100.0,293.0,338.0,91.0,484.0,1482.0,613.0,447.0,513.0,2106.0,2512.0
04030519,04,03,05,19,100.0,198.0,267.0,63.0,278.0,997.0000000000001,370.0,250.0,225.99999999999997,1251.0,1596.0
04030620,04,03,06,20,100.0,234.0,332.0,93.0,404.0,1340.0,594.0,428.0,478.0,1945.0,2273.0
04030621,04,03,06,21,100.0,113.99999999999999,129.0,48.0,229.0,589.0,267.0,144.0,179.0,779.0,1052.0
04030622,04,03,06,22,100.0,350.0,430.0,119.0,523.0,1680.0,742.0,570.0,642.0,2538.0,2942.0
04030623,04,03,06,23,100.0,202.0,225.99999999999997,55.00000000000001,329.0,1021.0000000000001,396.0,261.0,349.0,1454.0,1642.0000000000002
04030724,04,03,07,24,100.0,160.0,210.0,48.0,277.0,797.0,291.0,270.0,430.99999999999994,1321.0,1495.0
04030725,04,03,07,25,100.0,319.0,469.00000000000006,147.0,616.0,1739.0,714.0,515.0,508.0,2441.0,3272.9999999999995
04030726,04,03,07,26,100.0,197.0,211.0,87.0,266.0,802.9999999999999,368.0,288.0,331.0,1330.0,1592.0
04030827,04,03,08,27,100.0,412.0,513.0,160.0,754.0,2123.0,969.9999999999999,702.0,787.0,3127.0,4117.0
04030828,04,03,08,28,100.0,239.0,332.0,86.0,509.99999999999994,1456.0,667.0,503.0,551.0,2195.0,2776.0
04030929,04,03,09,29,100.0,173.0,202.0,63.0,242.0,843.0,391.0,362.0,379.0,1303.0,1647.0
04030930,04,03,09,30,100.0,122.0,199.0,52.0,194.0,693.0,411.00000000000006,383.0,401.99999999999994,1176.0,1533.0
04030931,04,03,09,31,100.0,138.0,189.0,47.0,180.0,696.0,316.0,231.0,328.0,1019.0,1449.0
04031032,04,03,10,32,100.0,471.0,556.0,163.0,613.0,2165.0,911.0,768.0,853.9999999999999,3308.0,3865.0
04041133,04,04,11,33,100.0,0.0,0.0,3.0,8.0,6.0,6.0,3.0,0.0,7.000000000000001,23.0
04041134,04,04,11,34,100.0,146.0,285.0,36.0,231.0,592.0,352.0,187.0,298.0,1090.0,1171.0
04041135,04,04,11,35,100.0,75.0,118.0,30.0,63.0,257.0,153.0,152.0,146.0,515.0,532.0
04041136,04,04,11,36,100.0,78.0,128.0,46.0,61.0,308.0,182.0,130.0,136.0,586.0,586.0
