id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0110,01,10,118448,56577,80132,61871,18261,38316,100.0,47.765264082128866,67.6516277184925,52.234735917871134,15.416891800621368,32.3483722815075
0120,01,20,87232,45371,58677,41861,16816,28555,100.0,52.01187637564196,67.26545304475422,47.98812362435803,19.277329420396185,32.73454695524578
0130,01,30,77166,48992,48582,28174,20408,28584,100.0,63.48910141772283,62.95777933286681,36.51089858227717,26.446880750589635,37.04222066713319
0140,01,40,101323,57582,64275,43741,20534,37048,100.0,56.83013728373617,63.43574509242719,43.16986271626383,20.265882376163358,36.56425490757281
0210,02,10,40417,27652,26200,12765,13435,14217,100.0,68.41675532572927,64.82420763540094,31.583244674270727,33.240962961130215,35.175792364599054
0220,02,20,64670,28328,47600,36342,11258,17070,100.0,43.803927632596256,73.60445337869183,56.19607236740374,17.40838101128808,26.39554662130818
0230,02,30,47043,25189,31494,21854,9640,15549,100.0,53.54462938162957,66.9472610165168,46.45537061837043,20.491890398146374,33.052738983483195
0240,02,40,50428,18469,38036,31959,6077,12392,100.0,36.62449432854763,75.42635044023162,63.37550567145237,12.05084476877925,24.57364955976838
0250,02,50,86348,31232,64459,55116,9343,21889,100.0,36.16991707972391,74.6502524667624,63.83008292027609,10.82016954648631,25.349747533237597
0310,03,10,16606,3146,14315,13460,855,2291,100.0,18.94495965313742,86.20378176562689,81.05504034686258,5.148741418764303,13.796218234373118
0320,03,20,46954,7329,43025,39625,3400,3929,100.0,15.608893810963922,91.63223580525622,84.39110618903608,7.241129616220131,8.367764194743792
0330,03,30,35271,4942,32415,30329,2086,2856,100.0,14.01151087295512,91.90269626605426,85.98848912704487,5.914207139009385,8.097303733945735
0340,03,40,91727,17233,81668,74494,7174,10059,100.0,18.78727092350126,89.0337632321999,81.21272907649873,7.821034155701156,10.966236767800103
0350,03,50,55320,11540,47499,43780,3719,7821,100.0,20.860448300795372,85.86225596529285,79.13955169920463,6.722704266088214,14.13774403470716
0360,03,60,103872,31743,82448,72129,10319,21424,100.0,30.559727356746762,79.37461491065928,69.44027264325324,9.934342267406038,20.62538508934073
0370,03,70,60722,20650,47139,40072,7067,13583,100.0,34.00744376008695,77.63084219887355,65.99255623991304,11.638285958960509,22.369157801126445
0410,04,10,19272,10068,13649,9204,4445,5623,100.0,52.24159402241594,70.82295558322956,47.75840597758406,23.064549605645496,29.177044416770443
0420,04,20,41312,14184,32643,27128,5515,8669,100.0,34.33384972889233,79.01578233927188,65.66615027110767,13.349632068164214,20.98421766072812
0430,04,30,107659,50362,77311,57297,20014,30348,100.0,46.779182418562314,71.81099582942439,53.220817581437686,18.5901782479867,28.189004170575615
0440,04,40,53501,18493,43431,35008,8423,10070,100.0,34.56570905216725,81.17792190800172,65.43429094783275,15.74363096016897,18.822078091998282
0450,04,50,117267,51319,86877,65948,20929,30390,100.0,43.76252483648426,74.08478088464786,56.23747516351574,17.847305721132116,25.915219115352144
0510,05,10,106817,44339,81505,62478,19027,25312,100.0,41.5093103157737,76.30339739929038,58.4906896842263,17.812707715064082,23.696602600709625
0520,05,20,89494,33237,70652,56257,14395,18842,100.0,37.13880260129171,78.94607459717969,62.86119739870829,16.084877198471407,21.0539254028203
0530,05,30,29737,14360,22443,15377,7066,7294,100.0,48.29000907959781,75.47163466388675,51.70999092040219,23.761643743484548,24.528365336113257
0540,05,40,19929,3637,18599,16292,2307,1330,100.0,18.249786742937427,93.32630839480154,81.75021325706257,11.576095137738973,6.673691605198455
0610,06,10,74883,24519,62090,50364,11726,12793,100.0,32.74307920355755,82.91601565108235,67.25692079644246,15.659094854639905,17.083984348917642
0620,06,20,78793,23384,66545,55409,11136,12248,100.0,29.677763253080858,84.45547193278591,70.32223674691915,14.133235185866766,15.544528067214092
0630,06,30,83303,22653,71333,60650,10683,11970,100.0,27.19349843342977,85.63076960013444,72.80650156657023,12.824268033564218,14.36923039986555
0640,06,40,69288,17549,59859,51739,8120,9429,100.0,25.327618057960976,86.39158295808798,74.67238194203902,11.719201016048956,13.608417041912018
0710,07,10,50042,25657,34778,24385,10393,15264,100.0,51.27093241676991,69.49762199752209,48.72906758323008,20.768554414291994,30.50237800247792
0720,07,20,51806,21528,39417,30278,9139,12389,100.0,41.55503223564838,76.08578156970235,58.44496776435162,17.64081380535073,23.914218430297648
0730,07,30,46061,15423,37937,30638,7299,8124,100.0,33.483858361737695,82.36251926792731,66.51614163826231,15.84637762966501,17.637480732072685
0740,07,40,64086,25445,50475,38641,11834,13611,100.0,39.704459632369,78.76135193333957,60.295540367631,18.465811565708577,21.238648066660424
0750,07,50,52398,19054,42732,33344,9388,9666,100.0,36.36398335814344,81.55273102026796,63.636016641856564,17.91671437841139,18.44726897973205
0760,07,60,84301,26330,71660,57971,13689,12641,100.0,31.23331870321823,85.00492283602804,68.76668129678177,16.238241539246275,14.995077163971956
0810,08,10,164004,92032,107221,71972,35249,56783,100.0,56.11570449501232,65.3770639740494,43.88429550498768,21.49276846906173,34.62293602595059
0820,08,20,72016,28032,58014,43984,14030,14002,100.0,38.92468340368807,80.55709842257276,61.075316596311936,19.48178182626083,19.44290157742724
0830,08,30,37600,19470,29554,18130,11424,8046,100.0,51.78191489361702,78.60106382978724,48.21808510638298,30.382978723404257,21.398936170212764
0840,08,40,53453,16179,46742,37274,9468,6711,100.0,30.267711821600287,87.44504517987764,69.73228817839971,17.712757001477932,12.554954820122349
0910,09,10,63327,13468,55336,49859,5477,7991,100.0,21.267389896884424,87.38136971591895,78.73261010311558,8.648759612803387,12.61863028408104
0920,09,20,68695,17081,56175,51614,4561,12520,100.0,24.864982895407234,81.77451051750492,75.13501710459276,6.639493412912148,18.225489482495085
0930,09,30,53899,8869,48992,45030,3962,4907,100.0,16.454850739345815,90.89593498951743,83.54514926065418,7.3507857288632446,9.10406501048257
0940,09,40,37519,4252,34956,33267,1689,2563,100.0,11.332924651509902,93.16879447746476,88.6670753484901,4.501719128974653,6.831205522535249
0950,09,50,54104,5793,50560,48311,2249,3544,100.0,10.707156587313323,93.44965252107052,89.29284341268668,4.156809108383854,6.550347478929469
1010,10,10,111924,28951,95677,82973,12704,16247,100.0,25.866659518959295,85.48389978914264,74.1333404810407,11.350559308101927,14.516100210857367
1020,10,20,84690,22391,69464,62299,7165,15226,100.0,26.43877671507852,82.02149014051246,73.56122328492147,8.460266855590978,17.97850985948754
1030,10,30,29128,4836,26509,24292,2217,2619,100.0,16.60258170832189,91.00865146937655,83.39741829167812,7.611233177698434,8.991348530623455
1040,10,40,49189,4115,47272,45074,2198,1917,100.0,8.365691516395943,96.10278720852223,91.63430848360406,4.468478724918173,3.8972127914777692
1110,11,10,62371,17964,50552,44407,6145,11819,100.0,28.80184701223325,81.0504882076606,71.19815298776675,9.852335219893861,18.949511792339386
1120,11,20,50365,13650,40935,36715,4220,9430,100.0,27.102154273801247,81.27668023428969,72.89784572619875,8.378834508090936,18.723319765710315
1130,11,30,74795,25000,57778,49795,7983,17017,100.0,33.4246941640484,77.24847917641554,66.57530583595161,10.673173340463935,22.751520823584464
1140,11,40,77366,22225,62489,55141,7348,14877,100.0,28.72708941912468,80.77062275418142,71.27291058087532,9.497712173306104,19.229377245818576
1150,11,50,32411,5719,28922,26692,2230,3489,100.0,17.645243898676373,89.23513621918484,82.35475610132362,6.880380117861221,10.764863780815155
1210,12,10,55964,26747,40174,29217,10957,15790,100.0,47.79322421556715,71.78543349295975,52.20677578443285,19.57865770852691,28.21456650704024
1220,12,20,54380,23115,40837,31265,9572,13543,100.0,42.506436189775656,75.09562339095255,57.493563810224344,17.60205958072821,24.904376609047443
1240,12,40,57495,8286,53952,49209,4743,3543,100.0,14.411687972867208,93.83772501956692,85.5883120271328,8.249412992434124,6.162274980433081
1250,12,50,48307,11938,41558,36369,5189,6749,100.0,24.712774546132028,86.02893990518973,75.28722545386796,10.741714451321755,13.971060094810275
1260,12,60,49584,24528,36830,25056,11774,12754,100.0,49.4675701839303,74.27799290093579,50.5324298160697,23.745563084866088,25.722007099064214
