id,district_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01,01,385692,212316,251350,173376,77974,134342,100.0,55.04806944401231,65.16858011055453,44.95193055598768,20.216649554566857,34.83141988944546
02,02,289014,133618,206519,155396,51123,82495,100.0,46.232362446109875,71.45640003598442,53.767637553890125,17.68876248209429,28.54359996401558
03,03,413168,102786,347698,310382,37316,65470,100.0,24.87753165782442,84.15414552917942,75.12246834217558,9.031677187003833,15.845854470820587
04,04,333998,142373,252844,191625,61219,81154,100.0,42.62690195749675,75.70224971407015,57.373098042503244,18.329151671566894,24.297750285929855
05,05,247396,98829,192652,148567,44085,54744,100.0,39.94769519313166,77.87191385471066,60.05230480686834,17.819609047842324,22.128086145289334
06,06,307135,91047,259351,216088,43263,47784,100.0,29.643967636381397,84.44202060982956,70.35603236361861,14.08598824621095,15.557979390170445
07,07,348523,135925,276134,212598,63536,72389,100.0,39.000295532862964,79.22977823558273,60.99970446713703,18.2300737684457,20.77022176441727
08,08,327100,158273,240227,168827,71400,86873,100.0,48.38673188627331,73.44145521247324,51.61326811372668,21.82818709874656,26.55854478752675
09,09,280357,54282,246346,226075,20271,34011,100.0,19.361742349932406,87.86868171652571,80.63825765006759,7.230424066458123,12.131318283474284
10,10,277639,64950,238919,212689,26230,38720,100.0,23.39368748626814,86.05383249471436,76.60631251373185,9.447519980982499,13.946167505285642
11,11,299686,89998,239745,209688,30057,59941,100.0,30.030765534592874,79.99873200616645,69.96923446540713,10.029497540759328,20.001267993833547
12,12,265772,96909,212361,168863,43498,53411,100.0,36.46320906641783,79.90345107836792,63.53679093358217,16.366660144785754,20.096548921632078
